Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,word,log_freq,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,subject,survey_code,stimulus,key_press,sensible,critical,Class,practice,order,string,same,version_with_order,item_version,item,source,different_frame,ambiguity_type,response,correct_response,Gender,Native_Speaker,Mobile_Device,Age,B1,B2,version,bot_avg,log_rt,rt_z,count.x,prior_accuracy,prior_rt,distance_bert,distance_elmo,mean_relatedness,median_relatedness,sd_relatedness,se_relatedness,count.y,length
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1054,NA,html-keyboard-response,61,94000,0.0-26.0-1.0,hdblro1e9q,hdblro1e9q,It was an audible tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,19,2,Chair,M1_a_M1_b,1,6.960347729,0.474209474,55,0.75,7.55232975,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,2437,NA,html-keyboard-response,123,1551515,0.0-57.0-1.0,ael4gl3t9n,ael4gl3t9n,It was a diseased tick.<p>,88,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Female,Yes,No,22,2,Chair,M2_a_M2_b,1,7.798523054,0.967779626,55,0.705882353,7.557939265,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,973,NA,html-keyboard-response,159,298184,0.0-75.0-1.0,gl71hqusr0,gl71hqusr0,It was a clock tick.<p>,88,S,yes,N,main,second,tick,FALSE,M2_b_M1_a,M1_a,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Male,Yes,No,23,2,Chair,M1_a_M2_b,1,6.880384082,-0.814548084,56,0.482758621,7.633869223,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1803,NA,html-keyboard-response,69,145963,0.0-30.0-1.0,b3kl0cgv2r,b3kl0cgv2r,It was an audible tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_a_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_b_M2_a,1,7.497207223,1.873927283,55,0.75,7.55232975,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,3044,NA,html-keyboard-response,117,188460,0.0-54.0-1.0,ze8q4rklbg,ze8q4rklbg,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_a,M2_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M1_a_M2_a,1,8.020927719,1.301364084,55,0.772727273,7.417205788,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1371,NA,html-keyboard-response,133,264101,0.0-62.0-1.0,sn1yu7vsxd,sn1yu7vsxd,It was an audible tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_b_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,19,2,Chair,M1_b_M2_b,1,7.22329568,0.139509049,55,0.75,7.55232975,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1031,NA,html-keyboard-response,229,532599,0.0-110.0-1.0,xqssc38w0c,xqssc38w0c,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_b_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Prefer not to answer,Yes,No,19,2,Chair,M1_b_M2_b,1,6.938284484,-0.526314163,54,0.705882353,7.557939265,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1062,NA,html-keyboard-response,93,166138,0.0-42.0-1.0,4c5xx9azr7,4c5xx9azr7,It was an audible tick.<p>,88,S,yes,N,main,second,tick,FALSE,M2_b_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Female,Yes,No,21,2,Chair,M1_b_M2_b,1,6.967909202,-0.053776711,55,0.75,7.55232975,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1041,NA,html-keyboard-response,79,112339,0.0-35.0-1.0,dbd0l1933k,dbd0l1933k,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_b_M2_a,M2_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Male,Yes,No,18,2,Chair,M2_a_M2_b,1,6.947937069,0.044893572,55,0.772727273,7.417205788,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1347,NA,html-keyboard-response,187,535709,0.0-89.0-1.0,spkx08cwjj,spkx08cwjj,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_b_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,18,2,Chair,M1_b_M2_b,1,7.205635176,-0.522753314,55,0.705882353,7.557939265,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1332,NA,html-keyboard-response,137,344999,0.0-64.0-1.0,epkefl89q5,epkefl89q5,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_b_M1_a,M1_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M2_b,1,7.194436851,-0.266342507,45,0.482758621,7.633869223,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1371,NA,html-keyboard-response,35,79509,0.0-13.0-1.0,flr5bk7hm2,flr5bk7hm2,It was an audible tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M1_a_M1_b,1,7.22329568,0.747869178,54,0.75,7.55232975,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,712,NA,html-keyboard-response,165,207420,0.0-78.0-1.0,kha24hryvm,kha24hryvm,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_a_M1_a,M1_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M2_a,1,6.568077911,-0.632557879,53,0.482758621,7.633869223,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,2511,NA,html-keyboard-response,231,375401,0.0-111.0-1.0,nrxcy3jh2z,nrxcy3jh2z,It was an audible tick.<p>,88,S,yes,N,main,second,tick,FALSE,M2_a_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Female,Yes,No,21,2,Chair,M1_b_M2_a,1,7.828436359,2.39062187,55,0.75,7.55232975,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1593,NA,html-keyboard-response,237,621500,0.0-114.0-1.0,3lr2j29be7,3lr2j29be7,It was an audible tick.<p>,88,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Female,Yes,No,21,2,Chair,M1_a_M1_b,1,7.37337431,0.129017829,56,0.75,7.55232975,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1487,NA,html-keyboard-response,239,443076,0.0-115.0-1.0,se4vr7yp8v,se4vr7yp8v,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_b_M2_a,M2_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M2_a_M2_b,1,7.304515946,-0.124329931,54,0.772727273,7.417205788,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1351,NA,html-keyboard-response,185,493898,0.0-88.0-1.0,ezjkm10dx5,ezjkm10dx5,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_a,M2_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,18,2,Chair,M1_a_M2_a,1,7.208600338,-0.280157054,54,0.772727273,7.417205788,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1108,NA,html-keyboard-response,243,390962,0.0-117.0-1.0,evdgzy3cvj,evdgzy3cvj,It was an audible tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_b_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Male,Yes,No,18,2,Chair,M1_b_M2_b,1,7.010311867,0.172036696,55,0.75,7.55232975,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1047,NA,html-keyboard-response,235,374172,0.0-113.0-1.0,meoc92246n,meoc92246n,It was a clock tick.<p>,88,S,yes,N,main,second,tick,FALSE,M2_b_M1_a,M1_a,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Male,Yes,No,21,2,Chair,M1_a_M2_b,1,6.953684211,-0.223435198,54,0.482758621,7.633869223,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,763,NA,html-keyboard-response,71,98395,0.0-31.0-1.0,0jrp4p98ro,0jrp4p98ro,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_b_M2_a,M2_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Male,Yes,No,18,2,Chair,M2_a_M2_b,1,6.637258031,-0.719051596,55,0.772727273,7.417205788,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1903,NA,html-keyboard-response,93,214870,0.0-42.0-1.0,nuoxoyemfp,nuoxoyemfp,It was an audible tick.<p>,88,S,yes,N,main,second,tick,FALSE,M2_a_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Female,Yes,No,22,2,Chair,M1_b_M2_a,1,7.551186867,0.342120619,55,0.75,7.55232975,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1904,NA,html-keyboard-response,229,450970,0.0-110.0-1.0,j9vhr9vzec,j9vhr9vzec,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M2_a_M2_b,1,7.551712215,0.58753629,55,0.705882353,7.557939265,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1094,NA,html-keyboard-response,235,791632,0.0-113.0-1.0,kfp2rkd57s,kfp2rkd57s,It was a clock tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_b_M1_a,M1_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Male,Yes,No,21,2,Chair,M1_a_M1_b,1,6.997595983,-0.649120024,56,0.482758621,7.633869223,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1365,NA,html-keyboard-response,101,165775,0.0-46.0-1.0,p5fm86046c,p5fm86046c,It was an audible tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_b_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_b_M2_b,1,7.218909708,0.30160495,55,0.75,7.55232975,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1142,NA,html-keyboard-response,249,443217,0.0-120.0-1.0,y4puhchaf9,y4puhchaf9,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_a_M1_a,M1_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Male,Yes,No,20,2,Chair,M1_a_M2_a,1,7.04053639,-0.552664899,55,0.482758621,7.633869223,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1513,NA,html-keyboard-response,59,70622,0.0-25.0-1.0,1lzneddpkq,1lzneddpkq,It was an audible tick.<p>,88,S,yes,N,main,second,tick,FALSE,M2_b_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Female,Yes,No,21,2,Chair,M1_b_M2_b,1,7.321849714,2.873435724,55,0.75,7.55232975,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1032,NA,html-keyboard-response,39,57117,0.0-15.0-1.0,0l5gfo1s81,0l5gfo1s81,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_a,M2_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M2_a,1,6.939253946,0.19347975,54,0.772727273,7.417205788,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1084,NA,html-keyboard-response,57,105210,0.0-24.0-1.0,emcqel00x3,emcqel00x3,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_b_M2_a,M2_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,22,2,Chair,M2_a_M2_b,1,6.988413182,0.051293073,55,0.772727273,7.417205788,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1246,NA,html-keyboard-response,213,302878,0.0-102.0-1.0,ja9zqgwnkl,ja9zqgwnkl,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_b_M2_a,M2_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M2_a_M2_b,1,7.127693699,-0.068479534,52,0.772727273,7.417205788,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,976,NA,html-keyboard-response,185,285109,0.0-88.0-1.0,hs560646yd,hs560646yd,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M1_a_M2_b,1,6.883462586,-0.396818048,55,0.705882353,7.557939265,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,645,NA,html-keyboard-response,229,322219,0.0-110.0-1.0,uy86my9o9s,uy86my9o9s,It was an audible tick.<p>,88,S,yes,N,main,second,tick,FALSE,M2_a_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Female,Yes,No,20,2,Chair,M1_b_M2_a,1,6.469250317,-0.903039005,54,0.75,7.55232975,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1472,NA,html-keyboard-response,103,229944,0.0-47.0-1.0,mketfayzl8,mketfayzl8,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_b_M1_a,M1_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Non-binary,Yes,No,19,2,Chair,M1_a_M2_b,1,7.294377299,1.37076623,53,0.482758621,7.633869223,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1837,NA,html-keyboard-response,201,404800,0.0-96.0-1.0,unzj7yx25l,unzj7yx25l,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,32,2,Chair,M1_a_M2_b,1,7.515889085,0.786442243,55,0.705882353,7.557939265,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,908,NA,html-keyboard-response,207,371810,0.0-99.0-1.0,bcycp1bevl,bcycp1bevl,It was an audible tick.<p>,88,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Male,Yes,No,20,2,Chair,M1_a_M1_b,1,6.811244379,-0.042044937,55,0.75,7.55232975,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1669,NA,html-keyboard-response,159,197361,0.0-75.0-1.0,aekg0u74jn,aekg0u74jn,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M2_b,1,7.419979924,1.948372789,54,0.705882353,7.557939265,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1471,NA,html-keyboard-response,113,275902,0.0-52.0-1.0,4q5dxb7nhf,4q5dxb7nhf,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,27,2,Chair,M1_a_M2_b,1,7.293697721,-0.403360542,54,0.705882353,7.557939265,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1370,NA,html-keyboard-response,83,154881,0.0-37.0-1.0,yoo60pl9o6,yoo60pl9o6,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_b_M1_a,M1_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Male,Yes,No,18,2,Chair,M1_a_M2_b,1,7.222566019,0.340101995,54,0.482758621,7.633869223,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1070,NA,html-keyboard-response,233,517053,0.0-112.0-1.0,zglqpt5fh7,zglqpt5fh7,It was an audible tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_b_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Male,Yes,No,20,2,Chair,M1_b_M2_b,1,6.975413927,-0.223786669,55,0.75,7.55232975,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,933,NA,html-keyboard-response,59,74478,0.0-25.0-1.0,prlu1sa9my,prlu1sa9my,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_b_M2_a,M2_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M2_a_M2_b,1,6.838405201,-0.394801034,55,0.772727273,7.417205788,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,652,NA,html-keyboard-response,123,300092,0.0-57.0-1.0,w18v804q9v,w18v804q9v,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_b_M2_a,M2_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M1_b_M2_a,1,6.480044562,-0.701546455,54,0.772727273,7.417205788,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,639,NA,html-keyboard-response,77,182581,0.0-34.0-1.0,50rd5uu19e,50rd5uu19e,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,19,2,Chair,M2_a_M2_b,1,6.459904454,-0.160445834,55,0.705882353,7.557939265,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1848,NA,html-keyboard-response,239,757761,0.0-115.0-1.0,frqx6vw2d1,frqx6vw2d1,It was an audible tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_b_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,22,2,Chair,M1_b_M2_b,1,7.521859252,-0.22437843,54,0.75,7.55232975,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1402,NA,html-keyboard-response,57,207224,0.0-24.0-1.0,vm3yk3su0e,vm3yk3su0e,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,21,2,Chair,M2_a_M2_b,1,7.245655068,-0.529419995,56,0.705882353,7.557939265,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1950,NA,html-keyboard-response,135,255719,0.0-63.0-1.0,3focjo2q2y,3focjo2q2y,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Male,Yes,No,20,2,Chair,M1_a_M2_b,1,7.575584652,1.160985867,55,0.705882353,7.557939265,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1047,NA,html-keyboard-response,185,259867,0.0-88.0-1.0,dol693zfl0,dol693zfl0,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_b_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_b_M2_b,1,6.953684211,0.194263461,54,0.705882353,7.557939265,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1264,NA,html-keyboard-response,221,439958,0.0-106.0-1.0,8tl61v5cpb,8tl61v5cpb,It was a diseased tick.<p>,88,S,yes,N,main,second,tick,FALSE,M1_a_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Male,Yes,No,20,2,Chair,M1_a_M2_b,1,7.142036575,-0.205020657,55,0.705882353,7.557939265,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,3409,NA,html-keyboard-response,193,293373,0.0-92.0-1.0,d4b99ue0tu,d4b99ue0tu,It was an audible tick.<p>,88,S,yes,N,main,second,tick,FALSE,M2_b_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Female,Yes,No,20,2,Chair,M1_b_M2_b,1,8.134174272,2.438705896,55,0.75,7.55232975,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1135,NA,html-keyboard-response,175,257078,0.0-83.0-1.0,xesfu0h98k,xesfu0h98k,It was a diseased tick.<p>,88,S,yes,N,main,second,tick,TRUE,M2_a_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,N,FALSE,Female,Yes,No,18,2,Chair,M2_a_M2_b,1,7.03438793,0.59346835,55,0.705882353,7.557939265,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1390,NA,html-keyboard-response,183,280935,0.0-87.0-1.0,h0th05ppt7,h0th05ppt7,It was a diseased tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_b_M2_b,M2_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,19,2,Chair,M1_b_M2_b,1,7.237059026,0.589291556,55,0.705882353,7.557939265,0.400648236,0.146961331,0,0,0,0,10,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,1778,NA,html-keyboard-response,121,251878,0.0-56.0-1.0,bacqef0gje,bacqef0gje,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,TRUE,M2_b_M2_a,M2_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M2_a_M2_b,1,7.483244416,0.643424027,54,0.772727273,7.417205788,0.064808846,0.040089488,3.75,4,0.452267017,0.130558242,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,2718,NA,html-keyboard-response,101,335621,0.0-46.0-1.0,ea54kkhdyv,ea54kkhdyv,It was an audible tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_a_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,19,2,Chair,M1_b_M2_a,1,7.907651595,1.417587799,53,0.75,7.55232975,0.367533743,0.118630707,0.555555556,0,1.130388331,0.37679611,9,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,2086,NA,html-keyboard-response,121,708071,0.0-56.0-1.0,5jdbzv6v5c,5jdbzv6v5c,It was a clock tick.<p>,77,S,yes,N,main,second,tick,FALSE,M2_b_M1_a,M1_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M2_b,1,7.643003636,-0.103050181,55,0.482758621,7.633869223,0.419999659,0.182493091,0.166666667,0,0.389249472,0.112366644,12,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,982,NA,html-keyboard-response,143,273380,0.0-67.0-1.0,g3flm4j14z,g3flm4j14z,It was an audible tick.<p>,77,S,yes,N,main,second,tick,TRUE,M1_a_M1_b,M1_b,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Male,Yes,No,20,2,Chair,M1_a_M1_b,1,6.889591308,-0.492237889,55,0.75,7.55232975,0.227330804,0.133767307,2.555555556,2.5,1.247219129,0.293972368,18,4
tick,0,4.57,0.96,0,28,1,370,Noun,tick,2.56937391,2024,NA,html-keyboard-response,237,309107,0.0-114.0-1.0,864zg5t8jb,864zg5t8jb,It was a parasitic tick.<p>,77,S,yes,N,main,second,tick,FALSE,M1_a_M2_a,M2_a,58,New (words from K+B (2007)),Yes,Homonymy,S,TRUE,Female,Yes,No,18,2,Chair,M1_a_M2_a,1,7.61283103,1.870349949,55,0.772727273,7.417205788,0.401510119,0.182157278,0.125,0,0.341565026,0.085391256,16,4
